"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","528","Validar cancelamento de compra com sucesso retornando mensagem de confirmação","","Wed Apr 22 21:56:50 UTC 2026","passed","Wed Apr 22 21:56:50 UTC 2026","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarDeleteCarrinhosCancelarCompraComSucesso"
"","207","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","Wed Apr 22 21:56:53 UTC 2026","passed","Wed Apr 22 21:56:53 UTC 2026","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","102","Verificar listagem de produtos retornando lista não nula","","Wed Apr 22 21:56:47 UTC 2026","passed","Wed Apr 22 21:56:47 UTC 2026","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarGetProdutosComSucesso"
"","87","Validar contrato da resposta de listagem de usuários","","Wed Apr 22 21:56:53 UTC 2026","passed","Wed Apr 22 21:56:53 UTC 2026","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarSchemaGetUsuarios"
"","199","Validar cadastro de produto com sucesso retornando mensagem e id","","Wed Apr 22 21:56:47 UTC 2026","passed","Wed Apr 22 21:56:47 UTC 2026","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarPostProdutosComSucesso"
"","72","Verificar listagem de carrinhos retornando lista não nula","","Wed Apr 22 21:56:51 UTC 2026","passed","Wed Apr 22 21:56:51 UTC 2026","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarGetCarrinhosComSucesso"
"","185","Verificar listagem de usuários retornando lista não nula","","Wed Apr 22 21:56:53 UTC 2026","passed","Wed Apr 22 21:56:53 UTC 2026","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarGetUsuariosComSucesso"
"","525","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","Wed Apr 22 21:56:50 UTC 2026","passed","Wed Apr 22 21:56:51 UTC 2026","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","80","Validar login com sucesso retornando mensagem e token de autorização","","Wed Apr 22 21:56:52 UTC 2026","passed","Wed Apr 22 21:56:52 UTC 2026","","Login - POST /login","services.login.tests.PostLoginTest","validarPostLoginComSucesso"
"","143","Validar contrato da resposta de exclusão de usuário","","Wed Apr 22 21:56:54 UTC 2026","passed","Wed Apr 22 21:56:54 UTC 2026","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarSchemaDeleteUsuariosPorId"
"","581","Verificar consulta de carrinho por id retornando o mesmo id solicitado","","Wed Apr 22 21:56:48 UTC 2026","passed","Wed Apr 22 21:56:48 UTC 2026","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarGetCarrinhosPorIdComSucesso"
"","99","Validar contrato da resposta de listagem de produtos","","Wed Apr 22 21:56:46 UTC 2026","passed","Wed Apr 22 21:56:47 UTC 2026","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarSchemaGetProdutos"
"","164","Verificar consulta de usuário por id retornando o mesmo id solicitado","","Wed Apr 22 21:56:52 UTC 2026","passed","Wed Apr 22 21:56:52 UTC 2026","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarGetUsuariosPorIdComSucesso"
"","181","Validar contrato da resposta de consulta de usuário por id","","Wed Apr 22 21:56:52 UTC 2026","passed","Wed Apr 22 21:56:53 UTC 2026","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarSchemaGetUsuariosPorId"
"","501","Validar contrato da resposta de conclusão de compra","","Wed Apr 22 21:56:51 UTC 2026","passed","Wed Apr 22 21:56:51 UTC 2026","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarSchemaDeleteCarrinhosConcluirCompra"
"","2592","Verificar consulta de produto por id retornando o mesmo id solicitado","","Wed Apr 22 21:56:42 UTC 2026","passed","Wed Apr 22 21:56:45 UTC 2026","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarGetProdutosPorIdComSucesso"
