"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","678","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","2026-08-31","passed","2026-08-31","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","612","Verificar listagem de usuários retornando lista não nula","","2026-08-31","passed","2026-08-31","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarGetUsuariosComSucesso"
"","209","Validar contrato da resposta de login com sucesso","","2026-08-31","passed","2026-08-31","","Login - POST /login","services.login.tests.PostLoginTest","validarSchemaPostLogin"
"","2048","Validar contrato da resposta de listagem de usuários","","2026-08-31","passed","2026-08-31","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarSchemaGetUsuarios"
"","425","Validar alteração de produto com sucesso retornando mensagem de confirmação","","2026-08-31","passed","2026-08-31","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarPutProdutosPorIdComSucesso"
"","726","Validar contrato da resposta de cancelamento de compra","","2026-08-31","passed","2026-08-31","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarSchemaDeleteCarrinhosCancelarCompra"
"","125","Verificar listagem de carrinhos retornando lista não nula","","2026-08-31","passed","2026-08-31","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarGetCarrinhosComSucesso"
"","262","Validar exclusão de usuário com sucesso retornando mensagem de confirmação","","2026-08-31","passed","2026-08-31","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarDeleteUsuariosPorIdComSucesso"
"","287","Validar contrato da resposta de listagem de produtos","","2026-08-31","passed","2026-08-31","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarSchemaGetProdutos"
"","129","Validar login com sucesso retornando mensagem e token de autorização","","2026-08-31","passed","2026-08-31","","Login - POST /login","services.login.tests.PostLoginTest","validarPostLoginComSucesso"
"","691","Validar contrato da resposta de consulta de carrinho por id","","2026-08-31","passed","2026-08-31","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarSchemaGetCarrinhosPorId"
"","329","Verificar consulta de produto por id retornando o mesmo id solicitado","","2026-08-31","passed","2026-08-31","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarGetProdutosPorIdComSucesso"
"","219","Validar contrato da resposta de cadastro de produto","","2026-08-31","passed","2026-08-31","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarSchemaPostProdutos"
"","139","Validar cadastro de usuário com sucesso retornando mensagem e id","","2026-08-31","passed","2026-08-31","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarPostUsuariosComSucesso"
"","286","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","2026-08-31","passed","2026-08-31","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","247","Validar contrato da resposta de alteração de usuário","","2026-08-31","passed","2026-08-31","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarSchemaPutUsuariosPorId"
"","451","Validar exclusão de produto com sucesso retornando mensagem de confirmação","","2026-08-31","passed","2026-08-31","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarDeleteProdutosPorIdComSucesso"
"","213","Verificar listagem de produtos retornando lista não nula","","2026-08-31","passed","2026-08-31","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarGetProdutosComSucesso"
"","623","Validar cadastro de carrinho com sucesso retornando mensagem e id","","2026-08-31","passed","2026-08-31","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarPostCarrinhosComSucesso"
"","332","Verificar consulta de usuário por id retornando o mesmo id solicitado","","2026-08-31","passed","2026-08-31","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarGetUsuariosPorIdComSucesso"
"","456","Validar contrato da resposta de alteração de produto","","2026-08-31","passed","2026-08-31","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarSchemaPutProdutosPorId"
"","270","Validar contrato da resposta de consulta de usuário por id","","2026-08-31","passed","2026-08-31","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarSchemaGetUsuariosPorId"
