"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","636","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","2026-07-24","passed","2026-07-24","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","649","Validar cancelamento de compra com sucesso retornando mensagem de confirmação","","2026-07-24","passed","2026-07-24","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarDeleteCarrinhosCancelarCompraComSucesso"
"","135","Validar contrato da resposta de cadastro de usuário","","2026-07-24","passed","2026-07-24","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarSchemaPostUsuarios"
"","220","Validar contrato da resposta de alteração de usuário","","2026-07-24","passed","2026-07-24","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarSchemaPutUsuariosPorId"
"","665","Verificar consulta de carrinho por id retornando o mesmo id solicitado","","2026-07-24","passed","2026-07-24","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarGetCarrinhosPorIdComSucesso"
"","504","Validar exclusão de produto com sucesso retornando mensagem de confirmação","","2026-07-24","passed","2026-07-24","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarDeleteProdutosPorIdComSucesso"
"","163","Verificar listagem de produtos retornando lista não nula","","2026-07-24","passed","2026-07-24","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarGetProdutosComSucesso"
"","709","Validar login com sucesso retornando mensagem e token de autorização","","2026-07-24","passed","2026-07-24","","Login - POST /login","services.login.tests.PostLoginTest","validarPostLoginComSucesso"
"","142","Validar cadastro de usuário com sucesso retornando mensagem e id","","2026-07-24","passed","2026-07-24","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarPostUsuariosComSucesso"
"","212","Verificar consulta de usuário por id retornando o mesmo id solicitado","","2026-07-24","passed","2026-07-24","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarGetUsuariosPorIdComSucesso"
"","277","Validar contrato da resposta de listagem de usuários","","2026-07-24","passed","2026-07-24","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarSchemaGetUsuarios"
"","623","Validar cadastro de carrinho com sucesso retornando mensagem e id","","2026-07-24","passed","2026-07-24","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarPostCarrinhosComSucesso"
"","363","Validar contrato da resposta de consulta de produto por id","","2026-07-24","passed","2026-07-24","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarSchemaGetProdutosPorId"
"","651","Validar contrato da resposta de consulta de carrinho por id","","2026-07-24","passed","2026-07-24","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarSchemaGetCarrinhosPorId"
"","681","Validar contrato da resposta de cancelamento de compra","","2026-07-24","passed","2026-07-24","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarSchemaDeleteCarrinhosCancelarCompra"
"","111","Verificar listagem de carrinhos retornando lista não nula","","2026-07-24","passed","2026-07-24","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarGetCarrinhosComSucesso"
"","241","Validar cadastro de produto com sucesso retornando mensagem e id","","2026-07-24","passed","2026-07-24","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarPostProdutosComSucesso"
"","444","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","2026-07-24","passed","2026-07-24","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","459","Validar contrato da resposta de alteração de produto","","2026-07-24","passed","2026-07-24","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarSchemaPutProdutosPorId"
"","376","Verificar consulta de produto por id retornando o mesmo id solicitado","","2026-07-24","passed","2026-07-24","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarGetProdutosPorIdComSucesso"
