"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","251","Validar contrato da resposta de exclusão de usuário","","Sat Apr 25 17:12:18 UTC 2026","passed","Sat Apr 25 17:12:18 UTC 2026","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarSchemaDeleteUsuariosPorId"
"","882","Verificar consulta de carrinho por id retornando o mesmo id solicitado","","Sat Apr 25 17:12:09 UTC 2026","passed","Sat Apr 25 17:12:10 UTC 2026","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarGetCarrinhosPorIdComSucesso"
"","240","Validar contrato da resposta de alteração de usuário","","Sat Apr 25 17:12:18 UTC 2026","passed","Sat Apr 25 17:12:18 UTC 2026","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarSchemaPutUsuariosPorId"
"","806","Validar contrato da resposta de cancelamento de compra","","Sat Apr 25 17:12:11 UTC 2026","passed","Sat Apr 25 17:12:12 UTC 2026","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarSchemaDeleteCarrinhosCancelarCompra"
"","170","Validar contrato da resposta de listagem de produtos","","Sat Apr 25 17:12:07 UTC 2026","passed","Sat Apr 25 17:12:08 UTC 2026","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarSchemaGetProdutos"
"","141","Validar cadastro de usuário com sucesso retornando mensagem e id","","Sat Apr 25 17:12:17 UTC 2026","passed","Sat Apr 25 17:12:17 UTC 2026","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarPostUsuariosComSucesso"
"","125","Validar login com sucesso retornando mensagem e token de autorização","","Sat Apr 25 17:12:16 UTC 2026","passed","Sat Apr 25 17:12:16 UTC 2026","","Login - POST /login","services.login.tests.PostLoginTest","validarPostLoginComSucesso"
"","124","Validar contrato da resposta de listagem de carrinhos","","Sat Apr 25 17:12:14 UTC 2026","passed","Sat Apr 25 17:12:15 UTC 2026","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarSchemaGetCarrinhos"
"","130","Validar contrato da resposta de login com sucesso","","Sat Apr 25 17:12:16 UTC 2026","passed","Sat Apr 25 17:12:16 UTC 2026","","Login - POST /login","services.login.tests.PostLoginTest","validarSchemaPostLogin"
"","590","Validar contrato da resposta de exclusão de produto","","Sat Apr 25 17:12:06 UTC 2026","passed","Sat Apr 25 17:12:07 UTC 2026","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarSchemaDeleteProdutosPorId"
"","135","Validar contrato da resposta de listagem de usuários","","Sat Apr 25 17:12:17 UTC 2026","passed","Sat Apr 25 17:12:17 UTC 2026","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarSchemaGetUsuarios"
"","589","Validar exclusão de produto com sucesso retornando mensagem de confirmação","","Sat Apr 25 17:12:07 UTC 2026","passed","Sat Apr 25 17:12:07 UTC 2026","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarDeleteProdutosPorIdComSucesso"
"","3413","Verificar consulta de produto por id retornando o mesmo id solicitado","","Sat Apr 25 17:12:02 UTC 2026","passed","Sat Apr 25 17:12:05 UTC 2026","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarGetProdutosPorIdComSucesso"
"","275","Validar cadastro de produto com sucesso retornando mensagem e id","","Sat Apr 25 17:12:08 UTC 2026","passed","Sat Apr 25 17:12:08 UTC 2026","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarPostProdutosComSucesso"
"","288","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","Sat Apr 25 17:12:17 UTC 2026","passed","Sat Apr 25 17:12:18 UTC 2026","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","669","Validar cadastro de carrinho com sucesso retornando mensagem e id","","Sat Apr 25 17:12:15 UTC 2026","passed","Sat Apr 25 17:12:15 UTC 2026","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarPostCarrinhosComSucesso"
"","170","Verificar listagem de produtos retornando lista não nula","","Sat Apr 25 17:12:08 UTC 2026","passed","Sat Apr 25 17:12:08 UTC 2026","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarGetProdutosComSucesso"
"","270","Validar contrato da resposta de cadastro de produto","","Sat Apr 25 17:12:08 UTC 2026","passed","Sat Apr 25 17:12:08 UTC 2026","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarSchemaPostProdutos"
"","891","Validar contrato da resposta de consulta de produto por id","","Sat Apr 25 17:12:05 UTC 2026","passed","Sat Apr 25 17:12:06 UTC 2026","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarSchemaGetProdutosPorId"
"","167","Verificar listagem de carrinhos retornando lista não nula","","Sat Apr 25 17:12:14 UTC 2026","passed","Sat Apr 25 17:12:14 UTC 2026","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarGetCarrinhosComSucesso"
"","771","Validar contrato da resposta de conclusão de compra","","Sat Apr 25 17:12:13 UTC 2026","passed","Sat Apr 25 17:12:14 UTC 2026","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarSchemaDeleteCarrinhosConcluirCompra"
"","772","Validar contrato da resposta de consulta de carrinho por id","","Sat Apr 25 17:12:10 UTC 2026","passed","Sat Apr 25 17:12:11 UTC 2026","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarSchemaGetCarrinhosPorId"
