"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","247","Validar contrato da resposta de consulta de usuário por id","","2026-07-25","passed","2026-07-25","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarSchemaGetUsuariosPorId"
"","7674","Validar contrato da resposta de exclusão de produto","","2026-07-25","broken","2026-07-25","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarSchemaDeleteProdutosPorId"
"","167","Validar contrato da resposta de consulta de produto por id","","2026-07-25","broken","2026-07-25","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarSchemaGetProdutosPorId"
"","144","Validar contrato da resposta de listagem de carrinhos","","2026-07-25","passed","2026-07-25","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarSchemaGetCarrinhos"
"","141","Validar contrato da resposta de consulta de carrinho por id","","2026-07-25","broken","2026-07-25","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarSchemaGetCarrinhosPorId"
"","266","Validar contrato da resposta de exclusão de usuário","","2026-07-25","passed","2026-07-25","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarSchemaDeleteUsuariosPorId"
"","395","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","2026-07-25","passed","2026-07-25","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","165","Validar cadastro de produto com sucesso retornando mensagem e id","","2026-07-25","broken","2026-07-25","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarPostProdutosComSucesso"
"","174","Verificar listagem de produtos retornando lista não nula","","2026-07-25","passed","2026-07-25","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarGetProdutosComSucesso"
"","156","Validar alteração de produto com sucesso retornando mensagem de confirmação","","2026-07-25","broken","2026-07-25","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarPutProdutosPorIdComSucesso"
"","581","Validar contrato da resposta de listagem de produtos","","2026-07-25","passed","2026-07-25","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarSchemaGetProdutos"
"","232","Validar exclusão de produto com sucesso retornando mensagem de confirmação","","2026-07-25","broken","2026-07-25","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarDeleteProdutosPorIdComSucesso"
"","178","Verificar consulta de produto por id retornando o mesmo id solicitado","","2026-07-25","broken","2026-07-25","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarGetProdutosPorIdComSucesso"
"","156","Verificar listagem de usuários retornando lista não nula","","2026-07-25","passed","2026-07-25","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarGetUsuariosComSucesso"
"","9328","Validar login com sucesso retornando mensagem e token de autorização","","2026-07-25","passed","2026-07-25","","Login - POST /login","services.login.tests.PostLoginTest","validarPostLoginComSucesso"
"","159","Validar cadastro de usuário com sucesso retornando mensagem e id","","2026-07-25","passed","2026-07-25","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarPostUsuariosComSucesso"
"","151","Verificar consulta de carrinho por id retornando o mesmo id solicitado","","2026-07-25","broken","2026-07-25","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarGetCarrinhosPorIdComSucesso"
"","147","Validar contrato da resposta de cadastro de carrinho","","2026-07-25","broken","2026-07-25","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarSchemaPostCarrinhos"
"","164","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","2026-07-25","broken","2026-07-25","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","144","Validar contrato da resposta de listagem de usuários","","2026-07-25","passed","2026-07-25","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarSchemaGetUsuarios"
