"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2725","Validar contrato da resposta de login com sucesso","","2026-07-24","passed","2026-07-24","","Login - POST /login","services.login.tests.PostLoginTest","validarSchemaPostLogin"
"","167","Validar contrato da resposta de alteração de usuário","","2026-07-24","passed","2026-07-24","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarSchemaPutUsuariosPorId"
"","169","Validar contrato da resposta de exclusão de usuário","","2026-07-24","passed","2026-07-24","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarSchemaDeleteUsuariosPorId"
"","337","Verificar consulta de produto por id retornando o mesmo id solicitado","","2026-07-24","passed","2026-07-24","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarGetProdutosPorIdComSucesso"
"","580","Validar contrato da resposta de conclusão de compra","","2026-07-24","passed","2026-07-24","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarSchemaDeleteCarrinhosConcluirCompra"
"","757","Validar login com sucesso retornando mensagem e token de autorização","","2026-07-24","passed","2026-07-24","","Login - POST /login","services.login.tests.PostLoginTest","validarPostLoginComSucesso"
"","556","Verificar consulta de carrinho por id retornando o mesmo id solicitado","","2026-07-24","passed","2026-07-24","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarGetCarrinhosPorIdComSucesso"
"","555","Validar cadastro de carrinho com sucesso retornando mensagem e id","","2026-07-24","passed","2026-07-24","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarPostCarrinhosComSucesso"
"","645","Validar contrato da resposta de exclusão de produto","","2026-07-24","passed","2026-07-24","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarSchemaDeleteProdutosPorId"
"","402","Validar contrato da resposta de alteração de produto","","2026-07-24","passed","2026-07-24","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarSchemaPutProdutosPorId"
"","134","Validar contrato da resposta de cadastro de usuário","","2026-07-24","passed","2026-07-24","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarSchemaPostUsuarios"
"","421","Validar alteração de produto com sucesso retornando mensagem de confirmação","","2026-07-24","passed","2026-07-24","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarPutProdutosPorIdComSucesso"
"","169","Verificar consulta de usuário por id retornando o mesmo id solicitado","","2026-07-24","passed","2026-07-24","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarGetUsuariosPorIdComSucesso"
"","224","Validar contrato da resposta de listagem de usuários","","2026-07-24","passed","2026-07-24","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarSchemaGetUsuarios"
"","204","Validar cadastro de produto com sucesso retornando mensagem e id","","2026-07-24","passed","2026-07-24","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarPostProdutosComSucesso"
"","160","Validar contrato da resposta de consulta de usuário por id","","2026-07-24","passed","2026-07-24","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarSchemaGetUsuariosPorId"
"","141","Validar contrato da resposta de listagem de produtos","","2026-07-24","passed","2026-07-24","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarSchemaGetProdutos"
"","472","Validar contrato da resposta de cadastro de carrinho","","2026-07-24","passed","2026-07-24","","Carrinhos - POST /carrinhos","services.carrinhos.tests.PostCarrinhosTest","validarSchemaPostCarrinhos"
"","233","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","2026-07-24","passed","2026-07-24","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","419","Validar exclusão de produto com sucesso retornando mensagem de confirmação","","2026-07-24","passed","2026-07-24","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarDeleteProdutosPorIdComSucesso"
"","183","Validar exclusão de usuário com sucesso retornando mensagem de confirmação","","2026-07-24","passed","2026-07-24","","Usuarios - DELETE /usuarios/{_id}","services.usuarios.tests.DeleteUsuariosByIdTest","validarDeleteUsuariosPorIdComSucesso"
"","216","Verificar listagem de usuários retornando lista não nula","","2026-07-24","passed","2026-07-24","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarGetUsuariosComSucesso"
