"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","364","Validar exclusão de produto com sucesso retornando mensagem de confirmação","","Sat Apr 25 16:53:40 UTC 2026","passed","Sat Apr 25 16:53:40 UTC 2026","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarDeleteProdutosPorIdComSucesso"
"","181","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","Sat Apr 25 16:53:46 UTC 2026","passed","Sat Apr 25 16:53:47 UTC 2026","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","117","Verificar listagem de usuários retornando lista não nula","","Sat Apr 25 16:53:46 UTC 2026","passed","Sat Apr 25 16:53:46 UTC 2026","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarGetUsuariosComSucesso"
"","89","Validar cadastro de usuário com sucesso retornando mensagem e id","","Sat Apr 25 16:53:46 UTC 2026","passed","Sat Apr 25 16:53:46 UTC 2026","","Usuarios - POST /usuarios","services.usuarios.tests.PostUsuariosTest","validarPostUsuariosComSucesso"
"","216","Validar cadastro de produto com sucesso retornando mensagem e id","","Sat Apr 25 16:53:40 UTC 2026","passed","Sat Apr 25 16:53:41 UTC 2026","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarPostProdutosComSucesso"
"","3088","Verificar consulta de produto por id retornando o mesmo id solicitado","","Sat Apr 25 16:53:35 UTC 2026","passed","Sat Apr 25 16:53:38 UTC 2026","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarGetProdutosPorIdComSucesso"
"","94","Validar contrato da resposta de listagem de carrinhos","","Sat Apr 25 16:53:45 UTC 2026","passed","Sat Apr 25 16:53:45 UTC 2026","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarSchemaGetCarrinhos"
"","483","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","Sat Apr 25 16:53:44 UTC 2026","passed","Sat Apr 25 16:53:44 UTC 2026","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","92","Validar contrato da resposta de listagem de usuários","","Sat Apr 25 16:53:46 UTC 2026","passed","Sat Apr 25 16:53:46 UTC 2026","","Usuarios - GET /usuarios","services.usuarios.tests.GetUsuariosTest","validarSchemaGetUsuarios"
"","369","Validar contrato da resposta de alteração de produto","","Sat Apr 25 16:53:41 UTC 2026","passed","Sat Apr 25 16:53:41 UTC 2026","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarSchemaPutProdutosPorId"
"","629","Verificar consulta de carrinho por id retornando o mesmo id solicitado","","Sat Apr 25 16:53:41 UTC 2026","passed","Sat Apr 25 16:53:42 UTC 2026","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarGetCarrinhosPorIdComSucesso"
"","92","Verificar listagem de carrinhos retornando lista não nula","","Sat Apr 25 16:53:44 UTC 2026","passed","Sat Apr 25 16:53:45 UTC 2026","","Carrinhos - GET /carrinhos","services.carrinhos.tests.GetCarrinhosTest","validarGetCarrinhosComSucesso"
"","92","Validar contrato da resposta de listagem de produtos","","Sat Apr 25 16:53:40 UTC 2026","passed","Sat Apr 25 16:53:40 UTC 2026","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarSchemaGetProdutos"
"","458","Validar contrato da resposta de conclusão de compra","","Sat Apr 25 16:53:44 UTC 2026","passed","Sat Apr 25 16:53:44 UTC 2026","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarSchemaDeleteCarrinhosConcluirCompra"
