"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","151","Verificar listagem de produtos retornando lista não nula","","2026-08-19","passed","2026-08-19","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarGetProdutosComSucesso"
"","989","Validar cancelamento de compra com sucesso retornando mensagem de confirmação","","2026-08-19","passed","2026-08-19","","Carrinhos - DELETE /carrinhos/cancelar-compra","services.carrinhos.tests.DeleteCarrinhosCancelarCompraTest","validarDeleteCarrinhosCancelarCompraComSucesso"
"","412","Validar alteração de usuário com sucesso retornando mensagem de confirmação","","2026-08-19","passed","2026-08-19","","Usuarios - PUT /usuarios/{_id}","services.usuarios.tests.PutUsuariosByIdTest","validarPutUsuariosPorIdComSucesso"
"","153","Validar contrato da resposta de listagem de produtos","","2026-08-19","passed","2026-08-19","","Produtos - GET /produtos","services.produtos.tests.GetProdutosTest","validarSchemaGetProdutos"
"","910","Validar contrato da resposta de conclusão de compra","","2026-08-19","passed","2026-08-19","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarSchemaDeleteCarrinhosConcluirCompra"
"","614","Validar contrato da resposta de exclusão de produto","","2026-08-19","passed","2026-08-19","","Produtos - DELETE /produtos/{_id}","services.produtos.tests.DeleteProdutosByIdTest","validarSchemaDeleteProdutosPorId"
"","200","Validar login com sucesso retornando mensagem e token de autorização","","2026-08-19","passed","2026-08-19","","Login - POST /login","services.login.tests.PostLoginTest","validarPostLoginComSucesso"
"","432","Validar contrato da resposta de consulta de produto por id","","2026-08-19","passed","2026-08-19","","Produtos - GET /produtos/{_id}","services.produtos.tests.GetProdutosByIdTest","validarSchemaGetProdutosPorId"
"","338","Validar contrato da resposta de cadastro de produto","","2026-08-19","passed","2026-08-19","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarSchemaPostProdutos"
"","275","Validar contrato da resposta de login com sucesso","","2026-08-19","passed","2026-08-19","","Login - POST /login","services.login.tests.PostLoginTest","validarSchemaPostLogin"
"","345","Validar contrato da resposta de consulta de usuário por id","","2026-08-19","passed","2026-08-19","","Usuarios - GET /usuarios/{_id}","services.usuarios.tests.GetUsuariosByIdTest","validarSchemaGetUsuariosPorId"
"","929","Validar conclusão de compra com sucesso retornando mensagem de confirmação","","2026-08-19","passed","2026-08-19","","Carrinhos - DELETE /carrinhos/concluir-compra","services.carrinhos.tests.DeleteCarrinhosConcluirCompraTest","validarDeleteCarrinhosConcluirCompraComSucesso"
"","316","Validar cadastro de produto com sucesso retornando mensagem e id","","2026-08-19","passed","2026-08-19","","Produtos - POST /produtos","services.produtos.tests.PostProdutosTest","validarPostProdutosComSucesso"
"","618","Validar alteração de produto com sucesso retornando mensagem de confirmação","","2026-08-19","passed","2026-08-19","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarPutProdutosPorIdComSucesso"
"","957","Validar contrato da resposta de consulta de carrinho por id","","2026-08-19","passed","2026-08-19","","Carrinhos - GET /carrinhos/{_id}","services.carrinhos.tests.GetCarrinhosByIdTest","validarSchemaGetCarrinhosPorId"
"","619","Validar contrato da resposta de alteração de produto","","2026-08-19","passed","2026-08-19","","Produtos - PUT /produtos/{_id}","services.produtos.tests.PutProdutosByIdTest","validarSchemaPutProdutosPorId"
